Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Transportation-Other,Bruckner Blvd & East 149th Street,Bronx,8/11/16 22:25,8/12/16 0:07,40.80970144,-73.90302882
Utility-Power Outage,1 Ward Island,Manhattan,8/12/16 15:34,8/12/16 15:50,40.78637256,-73.93165574
Fire-1st Alarm,85 Bartlett Avenue,Staten Island,8/13/16 7:37,,40.54977694,-74.16640192
Utility-Water Service Line,W 17th Street & 6th Avenue,Manhattan,4/27/12 14:15,4/27/12 15:06,40.73927099,-73.99544597
Fire-2nd Alarm,4812 14th Ave,Brooklyn,4/27/12 20:51,4/27/12 23:05,40.63413217,-73.98947595
Fire-Sensitive Location,201 East 120 Street,Manhattan,4/27/12 15:34,4/28/12 10:20,40.80037417,-73.93780325
LawEnforcement-Device,35-19 167th Street,Queens,4/28/12 18:36,4/28/12 19:32,40.76444845,-73.79869864
Transportation-Car,E 180 ST & Devoe Ave,Bronx,4/29/12 12:51,4/29/12 16:54,40.84206605,-73.87608508
Fire-Sensitive Location,89 John Street,Brooklyn,4/29/12 17:32,4/30/12 15:30,40.70437051,-73.98503946
LawEnforcement-Haz Mat,530 5th Ave,Manhattan,4/30/12 15:51,4/30/12 16:55,40.75487871,-73.97987747
LawEnforcement-Haz Mat,45 Broadway,Manhattan,4/30/12 15:12,4/30/12 17:43,40.7063964,-74.01282938
Utility-Electric Feeder Cable,Queens,Queens,1/28/16 10:19,2/2/16 9:15,40.70248304,-73.80767238
Structural-Scaffold,1407 Broadway,Manhattan,5/25/16 9:25,5/25/16 10:26,40.75343876,-73.98715073
LawEnforcement-Suspicious Package,2530  Ocean Ave,Brooklyn,6/6/11 13:14,6/6/11 14:31,40.60004034,-73.95154063
Utility-Gas Main Break,533 East 11th Street,Manhattan,6/6/11 13:40,6/6/11 16:12,40.72808463,-73.98090661
Medical-EMS MCI (Multiple Casualty Incident),Longfellow Avenue & Oak Point Avenue,Bronx,5/17/12 20:10,5/17/12 21:09,40.81060838,-73.88354917
LawEnforcement-Suspicious Package,203 Bedford st,Brooklyn,5/18/12 11:29,5/18/12 12:24,,
Utility-Power Outage,,Queens,5/25/12 8:33,,,
Structural-Street Collapse,12th Street & 5th Avenue,Brooklyn,5/1/13 16:06,5/5/13 20:33,40.66737406,-73.98780534
Structural-Construction Accident,Belt Parkway & Rockaway Parkway,Brooklyn,5/6/13 11:24,5/6/13 13:03,,
HazMat-Fuel,165 Cadman Plaza East,Brooklyn,2/12/16 15:56,2/12/16 18:45,40.6987525,-73.98986967
Structural-Falling Debris,Cross Bronx Expressway & Major Deegan Expressway,Bronx,5/3/13 18:11,5/6/13 16:59,40.84126205,-73.92803945
HazMat-fluorescent Bulb,301  W 140 St,Manhattan,5/7/13 11:46,5/7/13 12:21,40.81976628,-73.94443294
Utility-Water Main,31 Place,queens,7/30/16 7:06,7/31/16 4:24,40.74273204,-74.011273
HazMat-Fuel,165 Cadman Plaza East,Brooklyn,2/12/16 15:56,8/22/16 17:55,40.6987525,-73.98986967
Utility-Power Outage,653 5th Ave,Manhattan,6/9/11 7:08,6/9/11 12:53,40.75968958,-73.97634574
Structural-Stability Problem,273 Pennsylvania Ave,Brooklyn,6/8/11 9:28,6/9/11 17:19,40.67101086,-73.89563136
Utility-Water Main,29-76 Northern Blvd,Queens,5/26/12 23:13,5/27/12 23:03,40.75043229,-73.93532345
HazMat-High Carbon Monoxide,88-22 Jamaica Avenue,Queens,2/16/16 16:38,2/16/16 16:47,40.69268486,-73.85608583
Utility-Water Main,East 58th Street & Park Avenue,Manhattan,5/27/12 19:18,5/28/12 10:21,40.76228744,-73.97025865
Structural-Collapse,33 Iona Street,Staten Island,5/9/13 17:07,5/9/13 20:15,40.5762525,-74.08416624
Fire-5th Alarm,685 East 225 St.,Bronx,5/2/13 6:50,5/10/13 9:29,40.88805854,-73.86123254
LawEnforcement-Suspicious Package,Cross Bay Blvd & Liberty Ave,Queens,5/10/13 11:35,5/10/13 12:51,40.68029653,-73.84464021
Fire-10-77 (Residential High Rise),67 Wall Street,Manhattan,5/10/13 0:57,5/10/13 17:35,40.70574905,-74.00834244
Fire-3rd Alarm,325 Rockaway Avenue,Brooklyn,3/13/16 6:05,3/13/16 8:49,40.6723168,-73.91130006
HazMat-Other,2134 Hughes Avenue,Bronx,2/22/16 7:17,2/22/16 9:29,40.85023437,-73.88967161
Structural-Scaffold,3030 Middletown Road,Bronx,6/9/11 20:36,6/9/11 22:05,40.84413372,-73.82948244
Structural-Bricks,158 W 23 ST,Manhattan,6/9/11 22:16,6/9/11 22:48,40.74357472,-73.99441356
Structural-Collapse,98 6 Avenue,Brooklyn,6/7/12 11:24,6/7/12 21:16,40.67924323,-73.97539363
HazMat-Other,92-24 Rockaway Beach Blvd,Queens,2/24/16 23:06,2/25/16 0:06,40.58631617,-73.81580787
Transportation-Train Elevated,Elder Avenue & Westchester Avenue,Bronx,6/7/12 21:38,6/7/12 22:05,40.8285818,-73.87917077
HazMat-Paint fumes,28 Washington Street,Manhattan,5/16/13 13:05,5/16/13 13:44,40.70594047,-74.01527108
Fire-1st Alarm,156-09  113th Avenue,Queens,5/16/13 13:21,5/16/13 14:50,40.6881422,-73.79151544
Structural-Trees Down on Building,375 South End Ave,Manhattan,5/11/13 16:24,5/16/13 15:44,40.71124327,-74.01592517
Rescue-High Angle,330 West 30 St.,Manhattan,5/17/13 13:30,5/17/13 14:11,40.75011279,-73.99632948
HazMat-High Carbon Monoxide,601 West 110 Street,Manhattan,2/29/16 0:23,2/29/16 1:13,40.80428647,-73.96698538
Law Enforcement-Explosion,300 West 234 Street,Bronx,9/27/16 7:36,,,
Structural-Life Safety Violations,712 crown st,Brooklyn,10/3/16 22:07,10/5/16 1:25,40.66534649,-73.93380912
Fire-2nd Alarm,162-05 89 Avenue,Queens,10/3/16 16:06,,,
Transportation-Other,,Hoboken,9/29/16 9:06,,40.73905343,-74.03015768
LawEnforcement-Suspicious Package,265 East 161 St,Bronx,6/19/12 19:07,6/19/12 21:17,40.82567138,-73.91872325
Fire-1st Alarm,136 East 76 Street,Manhattan,5/20/13 5:51,5/20/13 13:41,40.77315924,-73.96070064
Fire-4th Alarm,84-70 129 St,Queens,11/12/13 19:21,11/14/13 12:02,40.70489516,-73.82366389
Rescue-Student locked in vault,270 East 167th Street,Bronx,11/14/13 12:09,11/14/13 12:43,40.83313085,-73.9140272
Utility-Water Main,314 Pacific Street,Brooklyn,8/18/14 10:16,8/18/14 17:41,40.68746586,-73.98828845
HazMat-Solid,120 west 91 street,manhattan,8/18/14 21:44,8/18/14 22:33,40.79013847,-73.9709757
Structural-Life Safety Violations,26 Norwood Avenue,Brooklyn,8/6/14 22:29,8/19/14 9:16,40.68564188,-73.88012568
Fire-Other,225 Cadman Plaza East,Brooklyn,8/20/14 14:31,8/20/14 16:31,40.69748991,-73.9899492
Structural-Other,347 West 19 Street,Manhattan,9/10/16 10:36,,40.74341839,-74.00163118
Administration-Meeting,,Brooklyn,6/15/16 9:06,6/15/16 11:36,,
Structural-Stability Problem,344 Westervelt Avenue,staten island,8/10/16 8:32,8/10/16 12:36,40.63969187,-74.08189698
Law Enforcement-Haz Mat,225 Liberty St,Manhattan,8/23/16 18:23,,40.71153699,-74.01567275
Administration-Other,165 Cadman Plaza East,Brooklyn,8/24/16 18:53,8/24/16 18:56,40.69876622,-73.98986966
Fire-Sensitive Location,,Brooklyn,8/25/16 17:04,8/25/16 19:42,,
Law Enforcement-Haz Mat,721 5 Ave,Manhattan,8/31/16 17:10,,40.76238999,-73.97437381
Structural-Other,42nd Street & 5th Avenue,Manhattan,9/2/16 10:09,9/2/16 16:49,40.75348181,-73.9808885
Utility-Other,Frankfort St & Gold St,Manhattan,8/31/16 12:42,9/2/16 19:21,40.71082712,-74.00337979
Structural-Construction Accident,21 West 86 Street,Manhattan,9/1/16 9:17,9/2/16 22:32,40.78587858,-73.97070312
Structural-Scaffold,West 152 Street & Adam Clayton Powell Boulevard,Manhattan,9/3/16 21:44,9/4/16 2:06,40.82598138,-73.93590402
LawEnforcement-Suspicious Package,Burgher Avenue & North Railroad Avenue,Staten Island,7/17/12 20:16,7/17/12 21:15,40.59241921,-74.09157874
Utility-Water Main,52-15 11 St,Queens,7/16/12 21:21,7/18/12 0:53,40.74079826,-73.95228629
Utility-Water Service Line,518 West 58 Street,Manhattan,7/18/12 8:52,7/18/12 12:05,40.77029719,-73.98929197
Fire-1st Alarm,25 City Island Avenue,Bronx,7/18/12 13:55,7/18/12 15:27,40.83843212,-73.783213
Structural-Street Collapse,Atlantic Avenue & Nostrand Avenue,Brooklyn,6/4/13 20:28,6/17/13 16:06,40.67845534,-73.9496774
Structural-Stability Problem,245 Marion Street,Brooklyn,6/14/13 15:02,6/18/13 4:38,40.68074144,-73.92005362
Transportation-Car,2nd Avenue & E. 4th Street,Manhattan,6/19/13 7:39,6/19/13 15:19,40.72618635,-73.98942894
Rescue-Trench Rescue,119-02 83 Ave,Queens,6/18/13 17:03,6/19/13 17:34,40.70808278,-73.83351671
Utility-Power Outage,,Brooklyn,4/3/16 11:25,4/3/16 11:47,,
Structural-Construction Accident,220 Central Park South,Manhattan,9/8/16 9:20,9/8/16 16:41,40.76716417,-73.97979433
Law Enforcement-Suspicious Package,60 East 13th Street,Manhattan,9/19/16 5:52,9/19/16 6:53,,
HazMat-High Carbon Monoxide,1858 Victor Street,Bronx,3/13/16 19:39,3/14/16 14:19,40.84632433,-73.8673231
Utility-Staten Island Hospital - Air Conditioning Failure,375 Seguine Avenue,Staten Island,6/9/11 10:42,6/10/11 9:48,40.51672502,-74.19687972
HazMat-High Carbon Monoxide,505 Decatur Street,Brooklyn,3/14/16 10:43,3/14/16 18:24,40.6825965,-73.92349105
Structural-Construction Accident,11 Broadway,Brooklyn,6/10/11 14:55,6/10/11 17:04,40.71081459,-73.96839153
Utility-Manhole,Myrtle Ave & Bedford Ave,Brooklyn,6/10/11 15:23,6/10/11 21:53,40.69457803,-73.9561419
Utility-Manhole,Bruckner Blvd & Brush Avenue,Bronx,6/24/11 21:03,6/24/11 23:41,40.82851927,-73.84117936
Fire-Manhole,219 Street  & Merrick Blvd,Queens,12/4/15 17:07,12/5/15 10:51,40.67935104,-73.75034101
Law Enforcement-Explosion,300 West 234 Street,Bronx,9/27/16 7:36,,,
HazMat-High Carbon Monoxide,448 East 88 Street,Manhattan,3/16/16 9:34,3/17/16 7:33,40.77770742,-73.94731685
Utility-Water Main,192 Street & Station Road,Queens,10/2/16 6:47,,40.74135074,-74.03685782
Law Enforcement-Suspicious Package,157 Rockaway Beach Boulevard,Queens,9/10/16 19:40,9/10/16 21:16,40.56687536,-73.87059918
Utility-Water Service Line,1276 Fulton Street,Brooklyn,9/13/16 14:23,9/14/16 2:23,,
Transportation-Tanker Truck,,Brooklyn,9/14/16 5:02,9/14/16 7:16,,
Law Enforcement-Device,2342 East 15 Street,Brooklyn,9/14/16 15:43,9/14/16 16:27,,
Utility-Water Main,7th Avenue & St Johns Place,Brooklyn,9/13/16 1:38,9/14/16 19:02,40.67645152,-73.97410761
Law Enforcement-Suspicious Package,508 West 26,Manhattan,9/20/16 11:09,9/20/16 11:36,,
HazMat-Other,188 8th Avenue,Manhattan,3/23/16 20:33,3/23/16 21:10,40.74315216,-74.00003609
HazMat-Other,32-56 41 Street,Queens,3/24/16 19:38,3/24/16 20:41,40.75734713,-73.91922532
Transportation-Other,,Hoboken,9/29/16 9:06,10/1/16 4:35,40.73905343,-74.03015768
Fire-1st Alarm,East 134th Street & Locust Ave,Bronx,6/11/11 5:15,6/11/11 6:22,40.7997627,-73.90968189
Rescue-Technical,Church St & Liberty St,Manhattan,11/7/11 14:28,11/7/11 15:19,40.7096875,-74.01167217
Utility-Water Main,39 Longview Road,Staten Island,11/7/11 17:17,11/8/11 1:43,40.61210091,-74.08967883
Fire-10-77 (Residential High Rise),230  W 54 St,Manhattan,8/9/12 13:00,8/9/12 13:44,40.76415367,-73.98278426
Medical-Injured Construction Worker,1 World Trade Center,Manhattan,8/11/12 13:12,8/11/12 14:32,40.71326929,-74.01282349
Utility-Water Main,120 Bay St,Staten Island,8/12/12 0:27,8/12/12 14:25,40.63914994,-74.07565203
Structural-Sidewalk Shed,West 165th Street & Broadway,Manhattan,7/4/13 8:50,7/4/13 10:50,40.839178,-73.94113522
Fire-Metro North Train on Fire,East Tremont Ave  & Park Ave,Bronx,7/4/13 12:55,7/4/13 14:27,,
Fire-3rd Alarm,125 Lake  Avenue,Staten Island,7/4/13 11:03,7/4/13 14:40,40.63351755,-74.15094186
Fire-10-77 (Residential High Rise),1535 University Avenue,Bronx,7/4/13 23:20,7/5/13 0:19,40.84588291,-73.92194063
Structural-Partial Collapse,120 Riverside Drive,Manhattan,7/5/13 0:25,7/5/13 13:26,40.78854036,-73.98089289
Utility-Gas Service Line,218 West 147 Street,Manhattan,7/5/13 15:37,7/5/13 17:14,40.82330973,-73.93904279
HazMat-Other,915 East 7 Street,Brooklyn,3/30/16 21:19,3/30/16 23:56,40.62877638,-73.96992547
Transportation-Train Subway,,Manhattan,10/30/14 3:55,10/30/14 5:23,,
Structural-Collapse,314 Evergreen Avenue,Brooklyn,4/28/15 13:19,4/28/15 15:41,40.69542721,-73.9260187
Utility-Power Outage,,Staten Island,9/16/15 7:50,9/16/15 9:29,40.54663518,-74.14542519
Transportation-Other,avenue H & New York Avenue,Brooklyn,9/15/15 3:38,9/16/15 9:56,40.6318384,-73.94462905
Fire-Other,397 Coney Island Avenue,Brooklyn,1/6/16 10:11,1/6/16 10:55,40.64900862,-73.97160288
HazMat-Chemical,2055 Mapes Avenue,Bronx,1/6/16 11:05,1/6/16 17:18,40.84587788,-73.88618375
Utility-Other,26 Thomas Street,Manhattan,1/7/16 13:21,1/7/16 16:20,40.71618204,-74.00593045
Fire-2nd Alarm,535 East 28 Street,Brooklyn,1/8/16 6:49,1/8/16 8:49,40.63758573,-73.95006493
Law Enforcement-Suspicious Package,,Brooklyn,5/7/16 21:44,5/7/16 22:02,,
HazMat-Other,501 Forest avenue,staten island,4/9/16 15:36,4/9/16 16:57,40.63057572,-74.10625087
HazMat-Other,50 Broadway,Manhattan,4/14/16 11:16,4/14/16 14:31,40.70644856,-74.01276086
Structural-Life Safety Violations,1269 Morris Avenue,Bronx,6/9/11 17:52,6/11/11 9:57,40.83480725,-73.9132011
LawEnforcement-Suspicious Package,3525 Hull Avenue,Bronx,6/14/11 8:32,6/14/11 10:13,40.87927027,-73.87336147
Transportation-Commuter Bus,1150 Saint Nicholas Ave,Manhattan,12/14/11 19:25,12/14/11 20:50,40.84025593,-73.93968864
LawEnforcement-Suspicious Package,770 Eastern Parkway,Brooklyn,12/16/11 10:48,12/16/11 11:43,40.66944115,-73.94303695
Utility-Power Outage,50 Street & 10 Avenue,Brooklyn,9/7/12 20:24,9/8/12 18:46,40.63845569,-73.9993046
Structural-Retaining Wall,2454 Webb Ave,Bronx,9/8/12 12:34,9/9/12 13:04,40.86524307,-73.9059197
Fire-1st Alarm,1201 Findlay Ave,Bronx,9/10/12 18:29,9/10/12 21:24,40.83214999,-73.91270227
Structural-Collapse,227 Carlton Avenue,Brooklyn,9/10/12 9:24,9/11/12 9:42,40.69080353,-73.97237118
Law Enforcement-Suspicious Package,125 Worth Street,Manhattan,1/11/16 12:07,1/11/16 12:37,,
Administration-Planned Event,,Brooklyn,5/12/16 14:40,5/13/16 10:54,,
HazMat-Other,136 West 42 St,Manhattan,4/22/16 21:05,4/22/16 22:31,40.75533791,-73.98531316
Fire-1st Alarm,175-01  Van Wyck Expressway,Queens,1/14/14 19:38,1/14/14 20:40,,
Rescue-High Angle,1 World Trade Center,Manhattan,11/12/14 12:54,11/13/14 14:08,40.71326929,-74.01282349
Rescue-Technical,233 West 99th Street,Manhattan,5/15/15 10:38,5/15/15 11:44,40.79641265,-73.96991836
Structural-Stability Problem,1011 East 92 Street,Brooklyn,5/16/15 20:22,5/16/15 22:55,40.64429574,-73.90833204
Law Enforcement-Suspicious Package,,Queens,9/25/15 15:45,9/25/15 16:48,,
Utility-Water Main,80 Rutgers Slip,Manhattan,9/24/15 17:09,9/26/15 0:35,40.71063184,-73.98987147
Law Enforcement-Suspicious Package,625 8 Avenue,Manhattan,9/26/15 10:56,9/26/15 11:23,40.75619207,-73.99056478
Fire-2nd Alarm,47 West 129th Street,Manhattan,9/28/15 7:34,9/28/15 9:34,40.80972774,-73.94220525
Law Enforcement-Suspicious Package,,Brooklyn,9/20/16 15:27,9/20/16 16:20,,
Law Enforcement-Suspicious Package,,Brooklyn,9/20/16 20:48,9/20/16 21:38,,
Utility-Power Outage,,Staten Island,9/20/16 11:45,9/20/16 23:33,,
Structural-Construction Accident,,Brooklyn,9/24/16 17:07,,40.69269461,-73.99394546
Structural-Street Collapse,Dean Street & Brooklyn Avenue,Brooklyn,9/25/16 3:11,,40.64112694,-73.94709336
Fire-3rd Alarm,104-03 180 St,Queens,12/2/14 19:22,12/9/14 13:09,40.70484412,-73.77970167
Structural-Crane,261 Madison Ave,Manhattan,5/31/15 10:57,6/8/15 19:07,40.75080565,-73.98073047
Utility-Gas Main Rupture,East 68 Street & 2nd Avenue,Manhattan,9/29/15 19:06,10/14/15 20:48,40.76623959,-73.96023181
Fire-2nd Alarm,265 Hawthorne Street,Brooklyn,10/16/15 18:31,10/16/15 21:10,40.65776604,-73.95160682
Utility-Power Outage,630 Stanley Avenue,Brooklyn,1/25/16 16:31,1/25/16 17:32,40.65870449,-73.88538579
Transportation-Train Subway,159th Avenue & 103rd Street,Queens,1/25/16 17:33,1/25/16 19:28,40.66050603,-73.83058619
Utility-Gas Service Line,179 Pacific ST,Brooklyn,1/25/16 17:31,1/25/16 19:53,40.68928057,-73.99354909
Utility-Power Outage,1580 East New York Avenue,Brooklyn,1/25/16 9:45,1/26/16 0:33,40.67266157,-73.90992251
Fire-2nd Alarm,104 Hill Street,Brooklyn,9/21/16 2:13,,,
Fire-2nd Alarm,209 Park Ave,Staten Island,1/13/12 7:34,2/4/12 12:32,40.6357816,-74.13352294
Utility-Generator issue,2700 Eastchester Rd,Bronx,11/2/12 11:34,11/2/12 12:44,40.86537817,-73.84332566
Transportation-Commuter Bus,Trans Manhattan Expressway & George Washington Bridge,Manhattan,9/20/13 17:10,9/20/13 18:50,40.84967445,-73.94249946
LawEnforcement-Suspicious Package,301 Park Ave.,Manhattan (Waldorf Astoria),9/21/13 16:54,9/21/13 17:40,40.75664798,-73.97435798
Other-Henry Hudson Pkwy Flooding Condition,181 Street & Henry Hudson Parkway,Manhattan,2/14/14 10:29,2/14/14 11:08,,
HazMat-High Carbon Monoxide,90-50 50 Avenue,Queens,2/14/14 8:53,2/14/14 11:15,40.7402533,-73.87391439
Structural-Partial Collapse,246 Downes Avenue,Staten Island,2/14/14 7:51,2/14/14 13:44,40.53632036,-74.18699001
Fire-4th Alarm,1020 Dean Avenue,Bronx,2/13/14 9:47,2/14/14 15:41,40.83456399,-73.81763578
Utility-Gas Main Break,152 East 111 Street,Manhattan,6/14/11 13:47,6/14/11 14:42,40.79530767,-73.94366602
Structural-Collapse,265 York Ave,Staten Island,6/17/11 7:50,6/17/11 10:03,40.63992339,-74.08802631
Utility-Water Main,Delancey Street & Bowery,Manhattan,2/14/12 7:06,2/18/12 11:07,40.72032388,-73.99403672
LawEnforcement-Suspicious Package,141-29 Pershing Crescent,Queens,2/18/12 14:27,2/18/12 16:49,40.71206074,-73.81600507
Fire-10-77 (Residential High Rise),,Manhattan,11/16/12 12:21,11/16/12 13:20,40.75213944,-73.97977001
Utility-Power Outage,10  Monroe St.,Manhattan,10/31/12 13:30,11/16/12 14:57,40.7113788,-73.99634965
Structural-Life Safety Violations,564 Bay St,Staten Island,11/16/12 18:55,11/16/12 19:04,40.62810717,-74.07637803
Utility-Water Main,W 37 Street  & Surf Avenue,Brooklyn,11/17/12 0:20,11/17/12 1:20,40.57332715,-74.00254853
HazMat-High Carbon Monoxide,61-35 Junction Boulevard,Queens,5/19/16 23:28,5/20/16 0:41,40.73343523,-73.86417054
Transportation-Car,,Brooklyn,8/31/16 5:03,8/31/16 8:45,,
HazMat-High Carbon Monoxide,138 East Broadway,Manhattan,5/20/16 8:36,5/21/16 14:21,40.71394216,-73.99157717
HazMat-Other,,Brooklyn,5/26/16 22:22,5/27/16 2:52,,
HazMat-Natural Gas,51 East 97 St.,Manhattan,3/4/12 17:27,3/4/12 20:43,40.78781617,-73.95344429
Fire-10-76 (Commercial High Rise),55 Water St,Manhattan,11/23/12 9:51,11/23/12 11:41,40.7035943,-74.00978123
Fire-10-76 (Commercial High Rise),587 5th Ave,Manhattan,10/6/13 20:48,10/6/13 23:11,40.75699737,-73.97831029
Structural-Crane,157 West 57th Street,Manhattan,9/18/13 11:00,10/7/13 17:29,40.76520433,-73.9792787
Utility-Water Main,Bronx River Avenue & Watson Avenue,Bronx,2/23/14 8:25,2/24/14 7:42,,
Fire-Manhole,499 Canal St,Manhattan,2/24/14 14:15,2/24/14 16:45,40.72412521,-74.00849266
Fire-1st Alarm,96-05 Queens Blvd,Queens,2/24/14 15:45,2/24/14 17:05,40.73016963,-73.86241645
Structural-Partial Collapse,694 Burke Avenue,Bronx,2/19/14 14:01,2/25/14 8:17,40.87143851,-73.86745378
Utility-Manhole,94-25 32nd Avenue,Queens,2/24/16 0:34,2/24/16 4:06,,
Administration-Planned Event,810 River Avenue,Bronx,9/16/16 18:19,,40.82609132,-73.92692489
HazMat-Other,,Queens,8/4/16 9:08,8/4/16 10:17,40.64373223,-73.78710498
Law Enforcement-Suspicious Package,West 70 Street & Broadway,Manhattan,9/5/16 20:20,9/5/16 21:29,40.77709502,-73.98210212
HazMat-High Carbon Monoxide,Nostrand Avenue  & Bergen Street,Brooklyn,6/12/16 8:51,6/12/16 11:11,40.67609494,-73.94991352
Fire-Explosion,135 West 23 Street,Manhattan,9/17/16 20:45,9/20/16 23:55,40.74338531,-73.99391556
Structural-Other,West 47 Street & 8 Avenue,Manhattan,9/25/16 20:48,9/26/16 6:31,,
Fire-2nd Alarm,74 Vancortland Park South,Bronx,9/26/16 10:33,9/26/16 12:42,,
Law Enforcement-Suspicious Package,,Brooklyn,9/26/16 18:03,9/26/16 18:52,,
Structural-Partial Collapse,614 Grand Street,Brooklyn,9/27/16 12:25,9/27/16 21:03,,
HazMat-Other,26 Federal Plaza,Manhattan,6/10/16 10:49,6/20/16 10:39,40.71601467,-74.00474362
Utility-Water Main,Pelham Parkway  & Stillwell Ave,Bronx,6/17/11 10:32,6/17/11 13:06,,
HazMat-Collyer's Mansion,208 East 82nd Street,Manhattan,6/17/11 12:29,6/17/11 16:06,40.7760338,-73.95540946
Fire-4th Alarm,816 Washington Ave,Brooklyn,6/4/11 4:36,6/18/11 9:27,40.67346489,-73.96294042
Structural-Stability Problem,731 Lexington Avenue,Manhattan,6/19/11 10:30,6/19/11 11:40,40.76188622,-73.96842144
Fire-4th Alarm,27 North Mada Avenue,Staten Island,4/9/12 3:07,4/9/12 8:52,40.6338655,-74.10756395
Utility-Item Retrieval,49 Street & 11 Avenue,Brooklyn,4/9/12 8:31,4/9/12 9:51,40.63768709,-73.99651942
Utility-Gas Main Rupture,131 Parkside Avenue,Brooklyn,4/9/12 9:13,4/9/12 10:33,40.65372503,-73.96481103
Fire-10-76 (Commercial High Rise),1775 Broadway,Manhattan,4/9/12 11:20,4/9/12 12:42,40.76649205,-73.981827
Fire-3rd Alarm,930 Flushing Avenue,Brooklyn,4/16/12 13:44,,40.70255496,-73.93438169
Structural-Collapse,160 Lexington Ave,Manhattan,1/8/13 13:51,1/8/13 16:04,40.74406195,-73.98161297
Structural-Partial Collapse,2125 Clinton Avenue,Bronx,11/27/13 1:03,11/27/13 4:17,40.84871932,-73.88686564
Utility-Gas Low Pressure,302 East 89 Street,Manhattan,11/27/13 14:35,11/27/13 15:47,40.77963814,-73.94995479
Structural-Parapet,1920 Osbourne Place,Bronx,4/5/14 13:05,4/5/14 16:33,40.85520792,-73.9159037
Fire-10-77 (Residential High Rise),2007  Surf Avenue,Brooklyn,4/6/14 12:42,4/6/14 15:27,40.57485802,-73.98676392
Fire-4th Alarm,17 Menahan Street,Brooklyn,4/6/14 13:44,4/6/14 19:02,40.69272948,-73.92241924
Structural-Sidewalk Shed,281 Audubon Ave,Manhattan,4/6/14 13:12,4/7/14 12:22,40.84755876,-73.93318685
Utility-Water Service Line,100 east 77 street,nyc,8/25/16 11:47,,40.77417769,-73.96114774
Marine-Injured Dolphin,,Brooklyn,1/25/13 12:57,1/25/13 18:59,40.67974467,-73.98695943
Utility-Water Main,Montgomery Street  & Monroe Street,Manhattan,12/7/13 6:26,12/7/13 18:09,40.71235501,-73.98495109
Structural-Street Collapse,506 West 173 St,Manhattan,4/11/14 10:57,4/13/14 17:10,40.84309692,-73.93503819
Fire-3rd Alarm,4324 4th Ave,Brooklyn,4/13/14 18:02,4/13/14 22:12,40.65021402,-74.00869587
Structural-Falling Debris,Trinity Place & Liberty Street,Manhattan,2/3/15 13:37,2/3/15 16:08,40.7096875,-74.01167217
